read_name	start	end	element	mapq	strand	element_len	read_len	num_of_units	ref	ref_start	ref_end
a611c0d0-c0f3-463f-8ac8-46d570b091bb	26765	28121	DUX4	60	+	1356	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	26838	26844	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	28345	31595	D4Z4_unit	60	+	3250	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	30044	31384	DUX4	60	+	1340	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	30118	30124	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	31512	31602	DUX4	41	+	90	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	92
a611c0d0-c0f3-463f-8ac8-46d570b091bb	31595	34873	D4Z4_unit	60	+	3278	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	33306	34657	DUX4	60	+	1351	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	17	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	33359	33365	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	34878	38101	D4Z4_unit	60	+	3223	131727	28	D4Z4_KpnI	5	3273
a611c0d0-c0f3-463f-8ac8-46d570b091bb	36546	37901	DUX4	60	+	1355	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1367
a611c0d0-c0f3-463f-8ac8-46d570b091bb	36620	36626	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	38126	41337	D4Z4_unit	60	+	3211	131727	28	D4Z4_KpnI	0	3290
a611c0d0-c0f3-463f-8ac8-46d570b091bb	39787	41127	DUX4	60	+	1340	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	1	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	39856	39862	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	41346	44626	D4Z4_unit	60	+	3280	131727	28	D4Z4_KpnI	5	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	43018	44404	DUX4	60	+	1386	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	44552	44633	DUX4	24	+	81	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	7	92
a611c0d0-c0f3-463f-8ac8-46d570b091bb	44626	47831	D4Z4_unit	60	+	3205	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	46296	47606	DUX4	60	+	1310	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	46364	46370	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	47718	47724	BlnI	*	*	6	131727	19	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	47740	47838	DUX4	1	+	98	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	92
a611c0d0-c0f3-463f-8ac8-46d570b091bb	47831	51098	D4Z4_unit	60	+	3267	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	48259	48265	BlnI	*	*	6	131727	19	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	49522	50880	DUX4	60	+	1358	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	51098	54352	D4Z4_unit	60	+	3254	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	51525	51531	BlnI	*	*	6	131727	19	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	52782	54135	DUX4	60	+	1353	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	52853	52859	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	54270	54355	DUX4	45	+	85	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	88
a611c0d0-c0f3-463f-8ac8-46d570b091bb	54357	57598	D4Z4_unit	60	+	3241	131727	28	D4Z4_KpnI	5	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	56029	57371	DUX4	60	+	1342	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	56100	56106	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	57598	60848	D4Z4_unit	60	+	3250	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	59274	60628	DUX4	60	+	1354	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	59341	59347	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	60763	60855	DUX4	60	+	92	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	92
a611c0d0-c0f3-463f-8ac8-46d570b091bb	60868	64139	D4Z4_unit	60	+	3271	131727	28	D4Z4_KpnI	17	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	62542	63914	DUX4	60	+	1372	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	1	1376
a611c0d0-c0f3-463f-8ac8-46d570b091bb	62614	62620	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	63731	63737	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	64061	64146	DUX4	16	+	85	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	7	92
a611c0d0-c0f3-463f-8ac8-46d570b091bb	64139	67406	D4Z4_unit	60	+	3267	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	65827	67196	DUX4	60	+	1369	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	65900	65906	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	67406	70680	D4Z4_unit	60	+	3274	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	68946	68952	BlnI	*	*	6	131727	19	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	69093	70464	DUX4	60	+	1371	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	69166	69172	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	70680	73926	D4Z4_unit	60	+	3246	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	72345	73710	DUX4	60	+	1365	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	72421	72427	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	73844	73928	DUX4	32	+	84	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	87
a611c0d0-c0f3-463f-8ac8-46d570b091bb	73931	77219	D4Z4_unit	60	+	3288	131727	28	D4Z4_KpnI	5	3295
a611c0d0-c0f3-463f-8ac8-46d570b091bb	75632	76987	DUX4	60	+	1355	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1366
a611c0d0-c0f3-463f-8ac8-46d570b091bb	75704	75710	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	77223	80484	D4Z4_unit	60	+	3261	131727	28	D4Z4_KpnI	0	3294
a611c0d0-c0f3-463f-8ac8-46d570b091bb	78946	80270	DUX4	60	+	1324	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	18	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	80492	83768	D4Z4_unit	60	+	3276	131727	28	D4Z4_KpnI	5	3293
a611c0d0-c0f3-463f-8ac8-46d570b091bb	82180	83551	DUX4	60	+	1371	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1376
a611c0d0-c0f3-463f-8ac8-46d570b091bb	82250	82256	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	83772	87010	D4Z4_unit	60	+	3238	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	83929	83935	BlnI	*	*	6	131727	19	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	85439	86790	DUX4	60	+	1351	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1376
a611c0d0-c0f3-463f-8ac8-46d570b091bb	86929	87017	DUX4	2	+	88	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	92
a611c0d0-c0f3-463f-8ac8-46d570b091bb	87010	90252	D4Z4_unit	60	+	3242	131727	28	D4Z4_KpnI	0	3296
a611c0d0-c0f3-463f-8ac8-46d570b091bb	88683	90036	DUX4	60	+	1353	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	88756	88762	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	90252	93468	D4Z4_unit	60	+	3216	131727	28	D4Z4_KpnI	0	3281
a611c0d0-c0f3-463f-8ac8-46d570b091bb	91921	93271	DUX4	60	+	1350	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	2	1380
a611c0d0-c0f3-463f-8ac8-46d570b091bb	93399	93405	BlnI	*	*	6	131727	19	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	93404	93469	DUX4	1	+	65	131727	39	DUX4_mRNA_genbankAF117653.3_exon2	0	71
a611c0d0-c0f3-463f-8ac8-46d570b091bb	93508	96741	D4Z4_unit	60	+	3233	131727	28	D4Z4_KpnI	27	3293
a611c0d0-c0f3-463f-8ac8-46d570b091bb	95179	96521	DUX4	60	+	1342	131727	39	DUX4_mRNA_genbankAF117653.3_exon1	27	1376
a611c0d0-c0f3-463f-8ac8-46d570b091bb	95224	95230	XapI	*	*	6	131727	95	*	*	*
a611c0d0-c0f3-463f-8ac8-46d570b091bb	96753	97068	D4Z4_unit	60	+	315	131727	28	D4Z4_KpnI	5	325
a611c0d0-c0f3-463f-8ac8-46d570b091bb	97111	97302	DUX4	17	+	191	131727	39	DUX4_mRNA_genbankAF117653.3_exon3	0	196
0a5b213a-7cfa-4178-bc57-056f6c848e83	1953	4153	D4Z4_unit	60	-	2200	4165	2	D4Z4_KpnI	1097	3296
0a5b213a-7cfa-4178-bc57-056f6c848e83	2175	3534	DUX4	60	-	1359	4165	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
0a5b213a-7cfa-4178-bc57-056f6c848e83	1946	2038	DUX4	49	-	92	4165	2	DUX4_mRNA_genbankAF117653.3_exon2	0	92
0a5b213a-7cfa-4178-bc57-056f6c848e83	569	1953	D4Z4_unit	60	-	1384	4165	2	D4Z4_KpnI	0	1396
0a5b213a-7cfa-4178-bc57-056f6c848e83	3458	3464	XapI	*	*	6	4165	2	*	*	*
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	43	2369	D4Z4_unit	60	+	2326	6086	3	D4Z4_KpnI	846	3226
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	894	2225	DUX4	60	+	1331	6086	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	964	970	XapI	*	*	6	6086	3	*	*	*
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	1170	1176	XapI	*	*	6	6086	3	*	*	*
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	2440	5689	D4Z4_unit	60	+	3249	6086	3	D4Z4_KpnI	5	3296
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	4114	5462	DUX4	60	+	1348	6086	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1369
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	4182	4188	XapI	*	*	6	6086	3	*	*	*
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	5602	5608	BlnI	*	*	6	6086	1	*	*	*
4f9b6a3c-689a-42a8-b00c-f85d1419e5ff	5690	6071	D4Z4_unit	60	+	381	6086	3	D4Z4_KpnI	1	425
7d12604f-1f78-46fe-8d5a-f2797db4c88a	27	1743	D4Z4_unit	60	+	1716	2371	2	D4Z4_KpnI	1567	3296
7d12604f-1f78-46fe-8d5a-f2797db4c88a	160	1519	DUX4	60	+	1359	2371	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7d12604f-1f78-46fe-8d5a-f2797db4c88a	1656	1662	BlnI	*	*	6	2371	1	*	*	*
7d12604f-1f78-46fe-8d5a-f2797db4c88a	1657	1750	DUX4	20	+	93	2371	2	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7d12604f-1f78-46fe-8d5a-f2797db4c88a	1743	2368	D4Z4_unit	60	+	625	2371	2	D4Z4_KpnI	0	612
d7803326-43ee-4d41-a865-f4e2d3c3aa12	27	175	D4Z4_unit	60	+	148	3327	2	D4Z4_KpnI	3150	3296
d7803326-43ee-4d41-a865-f4e2d3c3aa12	90	181	DUX4	60	+	91	3327	2	DUX4_mRNA_genbankAF117653.3_exon2	0	91
d7803326-43ee-4d41-a865-f4e2d3c3aa12	175	3315	D4Z4_unit	60	+	3140	3327	2	D4Z4_KpnI	0	3127
d7803326-43ee-4d41-a865-f4e2d3c3aa12	1882	3263	DUX4	60	+	1381	3327	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
d7803326-43ee-4d41-a865-f4e2d3c3aa12	1955	1961	XapI	*	*	6	3327	1	*	*	*
a34eccc1-1847-4667-9f7f-c1d36cd614dd	28	579	D4Z4_unit	60	-	551	592	1	D4Z4_KpnI	513	1071
aee498eb-5224-4bc1-949a-cdd81f3ce343	31	816	D4Z4_unit	60	+	785	819	1	D4Z4_KpnI	1250	2053
aee498eb-5224-4bc1-949a-cdd81f3ce343	462	817	DUX4	60	+	355	819	1	DUX4_mRNA_genbankAF117653.3_exon1	0	359
42633cab-272b-4c85-88ef-4312dd505cdd	2716	3515	D4Z4_unit	60	-	799	3526	2	D4Z4_KpnI	2471	3296
42633cab-272b-4c85-88ef-4312dd505cdd	2932	3514	DUX4	60	-	582	3526	3	DUX4_mRNA_genbankAF117653.3_exon1	777	1380
42633cab-272b-4c85-88ef-4312dd505cdd	679	685	XapI	*	*	6	3526	1	*	*	*
42633cab-272b-4c85-88ef-4312dd505cdd	2709	2796	DUX4	14	-	87	3526	3	DUX4_mRNA_genbankAF117653.3_exon2	2	92
42633cab-272b-4c85-88ef-4312dd505cdd	31	2716	D4Z4_unit	60	-	2685	3526	2	D4Z4_KpnI	0	2702
42633cab-272b-4c85-88ef-4312dd505cdd	30	1023	DUX4	60	-	993	3526	3	DUX4_mRNA_genbankAF117653.3_exon1	0	1008
42633cab-272b-4c85-88ef-4312dd505cdd	2793	2799	BlnI	*	*	6	3526	1	*	*	*
e65ecd4b-f12a-426c-8780-a5706fb46bc3	333	2422	D4Z4_unit	60	-	2089	2423	2	D4Z4_KpnI	1165	3296
e65ecd4b-f12a-426c-8780-a5706fb46bc3	546	1906	DUX4	60	-	1360	2423	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
e65ecd4b-f12a-426c-8780-a5706fb46bc3	327	415	DUX4	9	-	88	2423	2	DUX4_mRNA_genbankAF117653.3_exon2	5	92
e65ecd4b-f12a-426c-8780-a5706fb46bc3	25	329	D4Z4_unit	60	-	304	2423	2	D4Z4_KpnI	8	318
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	23	181	D4Z4_unit	60	+	158	31165	12	D4Z4_KpnI	3133	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	98	104	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	99	188	DUX4	17	+	89	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	181	3494	D4Z4_unit	60	+	3313	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	596	602	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	1898	3272	DUX4	60	+	1374	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	3409	3415	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	3410	3501	DUX4	27	+	91	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	3494	6782	D4Z4_unit	60	+	3288	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	5204	6529	DUX4	60	+	1325	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1360
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	6711	6789	DUX4	1	+	78	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	15	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	6782	10066	D4Z4_unit	60	+	3284	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	8479	9843	DUX4	60	+	1364	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	9982	10073	DUX4	27	+	91	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	10066	13381	D4Z4_unit	60	+	3315	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	10485	10491	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	11778	13153	DUX4	60	+	1375	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	13295	13301	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	13296	13388	DUX4	27	+	92	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	13381	16680	D4Z4_unit	60	+	3299	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	15102	16458	DUX4	60	+	1356	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	16594	16600	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	16595	16687	DUX4	6	+	92	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	16680	19960	D4Z4_unit	60	+	3280	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	17095	17101	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	18368	19731	DUX4	60	+	1363	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	2	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	19873	19879	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	19874	19967	DUX4	13	+	93	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	19960	23248	D4Z4_unit	60	+	3288	31165	12	D4Z4_KpnI	0	3296
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	21672	23025	DUX4	60	+	1353	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	23164	23170	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	23165	23254	DUX4	49	+	89	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	91
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	23248	25782	D4Z4_unit	0	+	2534	31165	12	D4Z4_KpnI	0	2556
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	24937	26288	DUX4	60	+	1351	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	26425	26512	DUX4	1	+	87	31165	18	DUX4_mRNA_genbankAF117653.3_exon2	2	90
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	26513	29806	D4Z4_unit	60	+	3293	31165	12	D4Z4_KpnI	5	3286
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	28232	29595	DUX4	60	+	1363	31165	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	29733	29739	BlnI	*	*	6	31165	11	*	*	*
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	29817	31113	D4Z4_unit	60	+	1296	31165	12	D4Z4_KpnI	0	1306
7f4bbdce-9b09-4a44-b5f8-befffd4ad28c	30231	30237	BlnI	*	*	6	31165	11	*	*	*
244dba2c-4241-43c4-8890-b01c5c81a729	23	2210	D4Z4_unit	60	+	2187	4798	2	D4Z4_KpnI	1081	3296
244dba2c-4241-43c4-8890-b01c5c81a729	34	40	XapI	*	*	6	4798	2	*	*	*
244dba2c-4241-43c4-8890-b01c5c81a729	630	1970	DUX4	60	+	1340	4798	3	DUX4_mRNA_genbankAF117653.3_exon1	0	1367
244dba2c-4241-43c4-8890-b01c5c81a729	2123	2217	DUX4	22	+	94	4798	3	DUX4_mRNA_genbankAF117653.3_exon2	0	92
244dba2c-4241-43c4-8890-b01c5c81a729	2210	4786	D4Z4_unit	60	+	2576	4798	2	D4Z4_KpnI	0	2601
244dba2c-4241-43c4-8890-b01c5c81a729	3877	4787	DUX4	60	+	910	4798	3	DUX4_mRNA_genbankAF117653.3_exon1	0	907
244dba2c-4241-43c4-8890-b01c5c81a729	3955	3961	XapI	*	*	6	4798	2	*	*	*
10feaad2-0a48-4acc-8061-1f402f4c12a0	24	887	D4Z4_unit	60	+	863	902	1	D4Z4_KpnI	1196	2058
10feaad2-0a48-4acc-8061-1f402f4c12a0	525	888	DUX4	60	+	363	902	1	DUX4_mRNA_genbankAF117653.3_exon1	0	364
10feaad2-0a48-4acc-8061-1f402f4c12a0	598	604	XapI	*	*	6	902	1	*	*	*
41f950e2-553e-4f70-ac69-bf6e179f5dc9	1236	3078	D4Z4_unit	60	-	1842	3079	2	D4Z4_KpnI	1405	3296
41f950e2-553e-4f70-ac69-bf6e179f5dc9	1457	2812	DUX4	60	-	1355	3079	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1367
41f950e2-553e-4f70-ac69-bf6e179f5dc9	1229	1316	DUX4	60	-	87	3079	2	DUX4_mRNA_genbankAF117653.3_exon2	5	92
41f950e2-553e-4f70-ac69-bf6e179f5dc9	18	1236	D4Z4_unit	60	-	1218	3079	2	D4Z4_KpnI	0	1209
41f950e2-553e-4f70-ac69-bf6e179f5dc9	2731	2737	XapI	*	*	6	3079	1	*	*	*
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	31	1084	D4Z4_unit	60	+	1053	9365	4	D4Z4_KpnI	2240	3296
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	32	863	DUX4	60	+	831	9365	6	DUX4_mRNA_genbankAF117653.3_exon1	546	1380
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	1001	1091	DUX4	8	+	90	9365	6	DUX4_mRNA_genbankAF117653.3_exon2	0	92
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	1084	4394	D4Z4_unit	60	+	3310	9365	4	D4Z4_KpnI	0	3292
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	2789	4183	DUX4	60	+	1394	9365	6	DUX4_mRNA_genbankAF117653.3_exon1	1	1380
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	2867	2873	XapI	*	*	6	9365	2	*	*	*
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	3738	3744	BlnI	*	*	6	9365	1	*	*	*
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	4325	4404	DUX4	24	+	79	9365	6	DUX4_mRNA_genbankAF117653.3_exon2	9	92
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	4397	7673	D4Z4_unit	60	+	3276	9365	4	D4Z4_KpnI	0	3296
82e0d549-8fa3-49d2-b8a7-4b17a48fa750	6086	7452	DUX4	60	+	1366	9365	6	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
